gene,a_i,b_i,c_i,d_i,e_i
Trp53rka,0.13173603,0.22348028,0.2578044,0.34752786,0.03945142
Slc2a10,0.1611884,0.1955116,0.28522933,0.30599996,0.052070737
Eya2,0.21171466,0.2651351,0.23712504,0.2669192,0.01910597
Zmynd8,0.10207812,0.22614624,0.28679967,0.3726201,0.012355864
Gm11464,0.19062723,0.17332138,0.25676975,0.36129263,0.01798904
Ncoa3,0.111962184,0.2357293,0.27599478,0.3671489,0.00916481
Sulf2,0.13011457,0.22292586,0.24576506,0.3719277,0.029266834
Gm14268,0.1432423,0.24038799,0.27081037,0.31509787,0.03046149
5031425F14Rik,0.20864394,0.20796278,0.2591525,0.31158715,0.012653649
Prex1,0.1418073,0.1414194,0.2623811,0.42623526,0.028156936
Trp53rkb,0.20390011,0.15394945,0.25504535,0.35334244,0.033762693
Arfgef2,0.34390175,0.19713618,0.17990881,0.21764874,0.061404526
Cse1l,0.2251638,0.21155798,0.25824165,0.27852792,0.02650863
Gm17096,0.2850262,0.22643444,0.20202756,0.26445597,0.022055805
Stau1,0.024973936,0.17071009,0.340474,0.458227,0.005614996
Ddx27,0.086093806,0.106716126,0.33452362,0.47119176,0.0014746785
Znfx1,0.05184148,0.13758613,0.3575555,0.41411847,0.03889841
Zfas1,0.36142474,0.2224667,0.16384998,0.20986292,0.04239559
Kcnb1,0.1914509,0.17782518,0.2685102,0.33519715,0.02701658
B4galt5,0.07902796,0.21548414,0.32442293,0.34854588,0.032519102
Slc9a8,0.20307839,0.1832292,0.27025303,0.33578357,0.00765574
Spata2,0.11892148,0.22341955,0.26346794,0.38016394,0.014027119
Rnf114,0.12545562,0.16083473,0.30071557,0.38892597,0.024068117
Snai1,0.8981452,0.0303812,0.030904429,0.029198177,0.0113710165
Ube2v1,0.17750493,0.17870349,0.3097065,0.33089656,0.0031885505
Tmem189,0.11791011,0.1815706,0.309596,0.3691625,0.021760762
Cebpb,0.14197385,0.26096988,0.26836804,0.31018168,0.018506587
Gm14321,0.6780679,0.11171778,0.09981373,0.09510279,0.0152977705
9230111E07Rik,0.09623805,0.16091417,0.27087379,0.4510134,0.020960629
Ptpn1,0.123416625,0.15057516,0.29566383,0.40852672,0.021817625
Ripor3,0.1284114,0.16641732,0.26523745,0.41771585,0.022217989
Pard6b,0.2065197,0.18473534,0.249746,0.32424423,0.034754753
Adnp,0.29811063,0.19263637,0.21240872,0.2687774,0.028066874
Dpm1,0.09340231,0.17822407,0.30494034,0.40223086,0.021202445
Mocs3,0.12103984,0.1595478,0.27156967,0.42199707,0.025845647
Nfatc2,0.11656742,0.23731154,0.2996814,0.30622014,0.040219426
Atp9a,0.10815025,0.29862013,0.21666805,0.3453538,0.0312078
Zfp64,0.19619001,0.22425935,0.22966039,0.3260059,0.023884296
Zfp217,0.16641653,0.21384361,0.25230756,0.36566654,0.001765728
Bcas1,0.120330006,0.17832014,0.31964108,0.35558608,0.02612269
Pfdn4,0.29348078,0.15720087,0.25899082,0.28884634,0.0014811754
Fam210b,0.17877394,0.17893687,0.29769236,0.31220776,0.032389104
Aurka,0.15446064,0.2112105,0.27450293,0.34450802,0.015317917
Cstf1,0.10623506,0.25835466,0.241366,0.37371275,0.020331502
Cass4,0.116015926,0.16893655,0.30010515,0.39779544,0.017146945
Gm14455,0.15044169,0.15767859,0.31140083,0.34718108,0.033297777
Rtf2,0.6788443,0.13345198,0.0859038,0.083386265,0.018413663
Bmp7,0.16895835,0.2467172,0.27045426,0.28757945,0.026290774
Spo11,0.43736115,0.16472152,0.17513412,0.19927251,0.023510695
Rae1,0.16792673,0.20301831,0.28327823,0.33082306,0.014953673
Rbm38,0.43763372,0.14430252,0.13290901,0.24247143,0.042683363
Zbp1,0.16043735,0.19228777,0.25399753,0.38253063,0.010746717
Pmepa1,0.11133242,0.20388839,0.29020238,0.3657884,0.028788388
Ankrd60,0.1522287,0.18343519,0.25031555,0.38939682,0.024623752
Rab22a,0.1685504,0.14055899,0.27313855,0.38351867,0.03423333
Vapb,0.3605846,0.19137168,0.20359457,0.23580325,0.008645892
Stx16,0.61365736,0.12699918,0.1112934,0.12562822,0.022421837
Npepl1,0.30839738,0.24430728,0.21095179,0.16953309,0.06681043
Gnasas1,0.08042124,0.1778506,0.2960868,0.41763273,0.0280087
Gnas,0.033794418,0.1671646,0.31287766,0.47289544,0.013267875
Gm20721,0.1718875,0.20281973,0.2870415,0.31306836,0.025182962
Nelfcd,0.257794,0.22120208,0.21044241,0.27660915,0.033952355
Ctsz,0.12815829,0.15293148,0.29486576,0.38605052,0.037993968
Atp5e,0.16277899,0.15445031,0.27033144,0.38784966,0.024589539
Prelid3b,0.46323588,0.14709951,0.18896817,0.1949078,0.0057886243
Zfp831,0.1790043,0.22565374,0.27928728,0.29478097,0.021273732
Gm14399,0.72554755,0.10423573,0.0741883,0.07924132,0.016787112
Gm14391,0.12948065,0.2057706,0.26935917,0.35130477,0.044084787
Gm4631,0.68454975,0.10058006,0.106781274,0.09116108,0.016927898
Zfp968,0.22942325,0.17462997,0.24842836,0.3245275,0.022990942
Gm4724,0.24912483,0.18562585,0.2640107,0.2849867,0.016251922
Gm6710,0.121428184,0.26257774,0.2794549,0.32303417,0.013504982
Zfp966,0.17800781,0.2350644,0.2640079,0.29800907,0.024910808
Gm14434,0.051356815,0.19485405,0.31094387,0.43187016,0.010975063
Zfp967,0.084767126,0.20653984,0.27410004,0.39245474,0.04213822
Gm14308,0.1302573,0.15577012,0.3041186,0.3550404,0.054813504
Zfp973,0.101198934,0.21534096,0.32964727,0.3475391,0.0062737465
Gm14305,0.05585648,0.15474743,0.33687246,0.4418085,0.010715127
Gm14295,0.13250658,0.14734995,0.2903067,0.39886272,0.03097403
Gm14296,0.8985951,0.032988932,0.0245217,0.040149793,0.003744483
Gm14419,0.1754816,0.23693545,0.24645714,0.3173388,0.023787022
Gm14410,0.44789898,0.12981242,0.15937673,0.21300429,0.049907565
Gm14418,0.105807796,0.25579903,0.28915152,0.3487596,0.00048202276
Zfp970,0.15394536,0.21362412,0.28402883,0.34798378,0.00041788816
Gm14403,0.06326697,0.17776556,0.35192248,0.4059538,0.0010912418
Gm14322,0.11243615,0.18595307,0.31090373,0.35732555,0.033381462
Gm14325,0.1916909,0.21905845,0.24232063,0.3032098,0.043720245
Gm14327,0.34530854,0.14405395,0.21372245,0.29190925,0.0050058365
Zfp972,0.24495517,0.29702392,0.20794615,0.2227788,0.027295947
Gm14326,0.29591358,0.19144514,0.24041072,0.27067304,0.001557529
Zfp971,0.14536732,0.22502407,0.27513444,0.35388866,0.00058555603
Zfp931,0.15370864,0.17499962,0.27995187,0.36377987,0.027559996
Fam217b,0.112426184,0.17065486,0.26879528,0.4265304,0.021593332
Taf4,0.120793216,0.1414745,0.2876635,0.41979948,0.030269384
4921531C22Rik,0.14846218,0.18168618,0.26802832,0.38777107,0.014052272
Lsm14b,0.15840654,0.14964534,0.31856424,0.36080107,0.012582779
Psma7,0.13206148,0.22662693,0.28126073,0.3390179,0.02103293
Ss18l1,0.10582627,0.2008036,0.31815314,0.35396588,0.021251082
Mtg2,0.2088975,0.15323858,0.23285821,0.3759387,0.02906698
Osbpl2,0.06259507,0.22728217,0.29254383,0.41548887,0.0020900965
Adrm1,0.110541575,0.16575868,0.3172854,0.38452616,0.021888256
Rps21,0.11720908,0.20363036,0.27082536,0.39528078,0.0130544305
Cables2,0.12531775,0.23051327,0.26814485,0.3654754,0.010548711
B230312C02Rik,0.10941954,0.26202017,0.2567499,0.35722142,0.014589012
Slco4a1,0.25998497,0.20455877,0.18256049,0.292622,0.060273767
Mrgbp,0.5866102,0.16295612,0.12851916,0.09697705,0.02493745
Ogfr,0.37527123,0.16612622,0.19590583,0.25131547,0.0113812685
Col9a3,0.07861942,0.21094802,0.3122445,0.3800077,0.01818037
Dido1,0.17362584,0.26492038,0.26259577,0.27249545,0.026362538
Gid8,0.39360705,0.12730013,0.21577533,0.22457132,0.038746238
Slc17a9,0.23861693,0.19302036,0.2267837,0.29936385,0.04221517
Ythdf1,0.18989405,0.16853589,0.24679321,0.3616541,0.03312272
Arfgap1,0.40820742,0.17771539,0.19125354,0.20844626,0.014377356
9230112E08Rik,0.4914197,0.13073179,0.16925146,0.20524749,0.0033495426
Ppdpf,0.40184528,0.17384231,0.16853696,0.24279514,0.012980342
Fndc11,0.7264648,0.12192304,0.07513753,0.061697677,0.014776945
Helz2,0.12407311,0.15464294,0.31935573,0.3901653,0.011762857
Gmeb2,0.104664214,0.20969458,0.2788909,0.3710494,0.035700917
Rtel1,0.2470162,0.2608385,0.22109671,0.2591797,0.011868894
Arfrp1,0.31891,0.16868101,0.23016226,0.26292136,0.019325376
Zgpat,0.21407628,0.19481464,0.25526357,0.3071457,0.028699815
Lime1,0.18857916,0.19381495,0.27893984,0.305748,0.032918096
Zbtb46,0.124234125,0.24769399,0.2657354,0.36055797,0.001778543
Tpd52l2,0.12693942,0.18372686,0.3057671,0.3581369,0.025429726
Dnajc5,0.27937397,0.15450409,0.23590915,0.30352488,0.02668786
Uckl1,0.12476781,0.20921922,0.27828094,0.38642114,0.001310885
Uckl1os,0.5776362,0.14606014,0.10877842,0.12437083,0.04315442
Zfp512b,0.054071534,0.08061046,0.37722492,0.4749176,0.0131754875
Prpf6,0.04731396,0.1662812,0.36191607,0.39512533,0.029363453
Samd10,0.08328153,0.14863253,0.3094896,0.4258764,0.03271997
Tcea2,0.17082287,0.24648902,0.26972985,0.29221377,0.020744443
Rgs19,0.10201124,0.22672147,0.29784018,0.35149306,0.021934092
Pcmtd2,0.09019153,0.22685553,0.27502665,0.3988988,0.009027481
Polr3k,0.19942972,0.19860372,0.2593788,0.32108137,0.021506429
Pex2,0.70252734,0.13275827,0.06456655,0.06630571,0.033842146
Gm8797,0.24383748,0.23728226,0.21706185,0.2713395,0.030478835
Zc2hc1a,0.08094212,0.20833698,0.28739744,0.40354675,0.019776702
Il7,0.052659433,0.17130141,0.298255,0.4685356,0.009248555
Hey1,0.24134186,0.15824446,0.24744895,0.33496767,0.017997086
Mrps28,0.5766839,0.16103536,0.10989101,0.10804655,0.044343233
Tpd52,0.13204384,0.23739275,0.25926548,0.35089034,0.020407617
Zbtb10,0.34399337,0.20679021,0.2194493,0.18941526,0.040351868
Pag1,0.12039774,0.15622844,0.33072597,0.36840153,0.024246335
Fabp5,0.67052877,0.076696195,0.10560305,0.1278266,0.019345403
Gm9833,0.19351338,0.1450079,0.2859447,0.34298903,0.03254503
Impa1,0.05626678,0.18331668,0.30411947,0.4345475,0.021749496
Zfand1,0.85047877,0.04773256,0.058318466,0.02929281,0.014177322
Chmp4c,0.23629907,0.16348706,0.25211316,0.2958503,0.052250385
Snx16,0.092452824,0.1677932,0.29868984,0.40949422,0.031569898
Gm2464,0.1134676,0.25844446,0.29354927,0.3010383,0.033500433
Ralyl,0.1699798,0.16386877,0.27164727,0.3617053,0.032798886
Lrrcc1,0.19302772,0.21876016,0.2723773,0.30145973,0.014375091
E2f5,0.45398968,0.1889015,0.15945934,0.18867953,0.008969963
Rbis,0.6945846,0.08698481,0.094682395,0.11167983,0.012068331
Car13,0.17630498,0.13589807,0.27111265,0.36148095,0.05520332
Car2,0.18908295,0.1488576,0.30169067,0.3599264,0.00044238567
Sirpb1a,0.31126973,0.13281813,0.24583215,0.25844562,0.05163437
Ythdf3,0.035703532,0.21548375,0.28735858,0.45539445,0.006059706
Armc1,0.21229999,0.15370062,0.2991231,0.32128513,0.01359117
Mtfr1,0.8648943,0.055447966,0.036889754,0.039841957,0.0029261112
Pde7a,0.07171465,0.1506847,0.33320677,0.41821885,0.026175022
1700064H15Rik,0.17200947,0.16475248,0.29790837,0.3621485,0.003181219
Hps3,0.1569246,0.18773808,0.27080238,0.36716035,0.017374635
Hltf,0.030899046,0.17638102,0.3473264,0.42161182,0.023781776
Gyg,0.20391515,0.2574433,0.2144842,0.3184762,0.005681157
Gm43672,0.57313305,0.12920159,0.14289404,0.13583066,0.018940687
Tbl1xr1,0.078629,0.14750811,0.325722,0.4205038,0.027637064
Ect2,0.39106816,0.13935,0.19431141,0.25114426,0.024126172
Nceh1,0.2535904,0.20182672,0.21330221,0.31291676,0.018363893
Tnfsf10,0.23713653,0.22185087,0.22002429,0.29676947,0.024218798
Ghsr,0.07760514,0.20725092,0.3101866,0.40370792,0.001249373
Fndc3b,0.14736128,0.1829597,0.2758047,0.3775835,0.016290784
Pld1,0.30065197,0.17539628,0.2127445,0.27326646,0.03794086
Tnik,0.41436714,0.15451145,0.17961465,0.20987591,0.041630864
Eif5a2,0.16170041,0.17953841,0.2713718,0.3659297,0.021459699
Gm32950,0.15474482,0.23276497,0.24229279,0.35428125,0.015916169
Rpl22l1,0.078461446,0.20255499,0.32356775,0.38824674,0.0071690083
Actrt3,0.114560686,0.1651376,0.30332303,0.39281368,0.024165034
Mynn,0.38792425,0.17412445,0.17909715,0.24870068,0.010153472
4933429H19Rik,0.18394588,0.19579355,0.27862844,0.34062183,0.0010102987
Sec62,0.12231079,0.1899492,0.30216402,0.3714823,0.014093697
Gpr160,0.16369812,0.16876465,0.27468586,0.3553423,0.037509084
Phc3,0.12965648,0.15627708,0.34511667,0.30602816,0.06292164
Prkci,0.44137523,0.1763292,0.16017422,0.18916802,0.032953322
Skil,0.14283359,0.21948266,0.26781106,0.34943128,0.020441413
Zmat3,0.19865218,0.21340492,0.24294221,0.34136644,0.0036342144
Pik3ca,0.1900319,0.1608128,0.2649109,0.35506377,0.029180646
Zfp639,0.148321,0.24624282,0.23952797,0.34284914,0.02305907
Mfn1,0.07798586,0.2919454,0.29810235,0.31545597,0.016510427
Gnb4,0.3734175,0.15639764,0.21024534,0.23472108,0.025218487
Actl6a,0.22897905,0.20589463,0.23346984,0.29731792,0.034338534
Mrpl47,0.36193445,0.15285671,0.15802772,0.29317868,0.034002483
Ndufb5,0.11517597,0.16712606,0.32072842,0.37777486,0.019194722
Ttc14,0.47573873,0.11542062,0.18158549,0.20036185,0.026893318
Ccdc39,0.33096555,0.12644027,0.2599887,0.2569919,0.025613666
Fxr1,0.1578804,0.17576256,0.26077512,0.3611661,0.04441583
Dnajc19,0.45820883,0.12846912,0.17120692,0.21342166,0.028693497
Atp11b,0.67402893,0.11199544,0.087071665,0.11114694,0.015757024
Dcun1d1,0.1355266,0.19437203,0.25855574,0.38231817,0.029227495
Gm15952,0.15259974,0.17428252,0.2584009,0.3903409,0.024375916
Mccc1,0.095726594,0.16129269,0.32684103,0.3926456,0.023494124
Mccc1os,0.17061447,0.2025956,0.25664496,0.3404398,0.029705167
Acad9,0.20752437,0.20820184,0.22242896,0.3311015,0.03074336
Zfp267,0.13723262,0.23298903,0.24356754,0.3761071,0.010103703
Anxa5,0.14435714,0.19659051,0.27657533,0.36101434,0.021462679
1810062G17Rik,0.7779354,0.049672846,0.073292375,0.09881188,0.0002875328
Exosc9,0.22495998,0.17067017,0.2278898,0.34779274,0.028687298
Ccna2,0.14843786,0.19261877,0.28491858,0.34498256,0.029042184
Bbs7,0.51177883,0.15632136,0.14348167,0.16819969,0.020218492
4932438A13Rik,0.2002646,0.19672087,0.2304434,0.34398028,0.028590798
Adad1,0.19431736,0.20308188,0.25943688,0.33810103,0.0050628185
Il2,0.14583759,0.18471365,0.3023454,0.34757328,0.019530058
Il21,0.807595,0.03287158,0.06821025,0.085081235,0.0062419176
Gm12534,0.20919262,0.14740798,0.26237646,0.33932364,0.04169929
Cetn4,0.13780905,0.18839306,0.27923208,0.37414214,0.02042365
Bbs12,0.57165164,0.11394633,0.14171173,0.15148643,0.021203876
Fgf2,0.11073292,0.18212454,0.28814542,0.38930663,0.029690504
Nudt6,0.13743243,0.14936651,0.282133,0.40166467,0.029403389
Spata5,0.1360949,0.18881743,0.2775058,0.377122,0.02045989
Spry1,0.24833007,0.15777978,0.25790542,0.30252784,0.033456862
Gm5148,0.116140425,0.1885043,0.2786796,0.39250374,0.024171948
Gm42921,0.11362374,0.21872173,0.2725964,0.37103763,0.024020553
Ankrd50,0.25612536,0.2620555,0.20657966,0.23078811,0.044451356
Fat4,0.11417697,0.21014439,0.28775933,0.3488412,0.039078116
Intu,0.37383044,0.14129898,0.21166377,0.24412414,0.029082656
Hspa4l,0.33658126,0.13500755,0.20025773,0.28437465,0.043778837
Plk4,0.38846642,0.15217483,0.16305502,0.2570241,0.03927964
Mfsd8,0.51011455,0.13647714,0.14857967,0.17588915,0.028939545
Abhd18,0.332595,0.17661303,0.20321149,0.27042192,0.017158568
6430590A07Rik,0.12630557,0.12991512,0.28768906,0.42443985,0.031650364
Larp1b,0.09227118,0.24975398,0.25219545,0.38843283,0.017346501
Pgrmc2,0.17008704,0.22030711,0.25533354,0.34964937,0.0046229362
Jade1,0.5297484,0.13118,0.15802068,0.17165963,0.009391308
Sclt1,0.48274168,0.08592417,0.20981035,0.21927634,0.0022474527
D3Ertd751e,0.10499095,0.2473329,0.2655209,0.36212328,0.020031929
Noct,0.15211105,0.2266962,0.26748133,0.3516308,0.0020806193
Elf2,0.14247517,0.20212138,0.2590728,0.37893876,0.0173918
Mgarp,0.22309856,0.21797895,0.22824745,0.31195143,0.018723607
Ndufc1,0.22120959,0.14276369,0.27780625,0.35738897,0.0008314848
Naa15,0.83589,0.05801595,0.046859868,0.045684423,0.013549805
Rab33b,0.29080474,0.16988517,0.24611068,0.25572896,0.03747046
Setd7,0.2595644,0.1362571,0.24500044,0.32932746,0.029850602
5031434O11Rik,0.17037678,0.17294812,0.27461463,0.35324058,0.028819919
Mgst2,0.2762351,0.17780703,0.2274693,0.299533,0.018955588
Maml3,0.1396327,0.17190099,0.29205143,0.37736,0.01905489
Gm37170,0.07034114,0.25433788,0.26679444,0.40227997,0.006246567
Foxo1,0.103095196,0.19798772,0.2980631,0.3730125,0.027841449
Gm20402,0.17418814,0.26503918,0.2364845,0.28354385,0.040744305
Cog6,0.14626878,0.17435077,0.29018998,0.36509252,0.02409792
Nhlrc3,0.1212553,0.18696876,0.29251543,0.38026038,0.019000173
Gm16206,0.5929676,0.11023222,0.122603744,0.16250423,0.011692166
Proser1,0.2362646,0.19564691,0.2514131,0.29495034,0.021725059
Ufm1,0.08269819,0.17562711,0.31206396,0.37933132,0.05027938
Supt20,0.05525822,0.22967674,0.28003597,0.40147483,0.033554196
Exosc8,0.1000101,0.27165017,0.27155235,0.34072658,0.01606083
Alg5,0.2508196,0.18985786,0.22665223,0.3063395,0.026330829
Rfxap,0.2881148,0.21159971,0.22646561,0.23724039,0.03657955
Spg20,0.2998455,0.19379164,0.23016405,0.24587174,0.030327082
Dclk1,0.083756484,0.20197482,0.28346872,0.41157082,0.019229174
Nbea,0.78866905,0.06408334,0.066952944,0.07045905,0.009835601
Wwtr1,0.37338555,0.17090143,0.2144389,0.17722473,0.06404936
Commd2,0.26924032,0.20424034,0.2035903,0.28384572,0.039083302
Rnf13,0.09295029,0.17728838,0.29100698,0.42005455,0.018699765
Pfn2,0.1523395,0.18353945,0.2804658,0.3701177,0.013537526
Tsc22d2,0.32088512,0.20602563,0.19069663,0.26096457,0.021428049
Serp1,0.08856365,0.24375148,0.27093115,0.3906645,0.0060892105
Eif2a,0.18388942,0.1380848,0.27570096,0.37737018,0.024954617
Selenot,0.19553892,0.24504213,0.24604863,0.2656469,0.047723413
Siah2,0.26644215,0.227647,0.17969762,0.22999942,0.09621382
Med12l,0.2564474,0.17772447,0.24842726,0.26939556,0.048005342
Gpr171,0.123454064,0.21920834,0.24149352,0.3869625,0.02888155
P2ry14,0.064352386,0.25524417,0.27586117,0.37354416,0.03099811
Gpr87,0.19414929,0.13903116,0.2617009,0.3498912,0.055227518
P2ry13,0.7820544,0.06452666,0.06261172,0.07502778,0.015779436
P2ry12,0.079083845,0.17899242,0.31048673,0.4219634,0.009473622
Igsf10,0.42545095,0.14657587,0.21785213,0.20757185,0.0025491714
Mbnl1,0.2875228,0.16894567,0.19998954,0.31981787,0.02372408
P2ry1,0.08766583,0.17392181,0.32658255,0.36917928,0.04265058
Rap2b,0.1196958,0.15727319,0.29280487,0.39426517,0.035960972
B430305J03Rik,0.46654683,0.15249798,0.13862814,0.19701824,0.04530883
Dhx36,0.44477582,0.17188422,0.1678401,0.18218282,0.03331709
Plch1,0.67485964,0.12515706,0.08328071,0.09475621,0.02194637
E130311K13Rik,0.11783988,0.14541769,0.2843361,0.41817817,0.034228206
Slc33a1,0.18409069,0.18337159,0.28594705,0.32118475,0.025405884
Gm26850,0.27111638,0.121416956,0.2553483,0.33078927,0.021329105
Gmps,0.08670739,0.25004908,0.2687056,0.38966915,0.004868746
Kcnab1,0.17170838,0.18145911,0.251187,0.34637672,0.049268782
Ssr3,0.2249272,0.22495084,0.21952136,0.3137029,0.016897678
Tiparp,0.47817114,0.15916477,0.17366968,0.17939125,0.009603143
Lekr1,0.26626155,0.10511733,0.25642502,0.33273566,0.03946042
Ccnl1,0.14410572,0.14984518,0.2719486,0.38114226,0.05295825
Gm37305,0.12799084,0.18451229,0.3229034,0.362266,0.0023275018
Rsrc1,0.4877941,0.1167,0.17760658,0.18750696,0.030392349
Mlf1,0.52929854,0.14616188,0.13721496,0.14264157,0.04468298
Gfm1,0.5797265,0.14708756,0.12759668,0.11536604,0.03022319
Lxn,0.2190514,0.17199242,0.25110027,0.32262778,0.035228133
Mfsd1,0.112314455,0.20419514,0.26458243,0.4043551,0.014552891
4930535E02Rik,0.11601716,0.14475253,0.32554185,0.3788979,0.034790516
1110032F04Rik,0.4268385,0.17077158,0.16361505,0.22352743,0.015247464
Ift80,0.16391823,0.19929104,0.28613287,0.32869852,0.021959364
Smc4,0.13251787,0.2535797,0.27981097,0.32249075,0.011600673
Trim59,0.17184639,0.1759181,0.27012354,0.3665893,0.015522659
Kpna4,0.34033123,0.15840821,0.22861917,0.26928687,0.0033545494
Gm1647,0.10441276,0.19604172,0.30842718,0.3717091,0.01940924
Ppm1l,0.24689032,0.092519075,0.2777208,0.34289616,0.039973617
Nmd3,0.34712413,0.182277,0.22484526,0.24534276,0.00041091442
Pdcd10,0.55614436,0.16015577,0.12535425,0.11778484,0.040560782
Serpini1,0.10614169,0.17002949,0.29894868,0.4158957,0.0089844465
Golim4,0.62639284,0.13596855,0.11105061,0.09912172,0.027466297
Rapgef2,0.2031689,0.22401562,0.2591315,0.28264815,0.03103584
4921511C10Rik,0.48255795,0.18215781,0.14080676,0.1746861,0.019791365
6430573P05Rik,0.14998809,0.16573164,0.28303397,0.37008867,0.031157613
Fnip2,0.12467761,0.20548117,0.2814297,0.34210446,0.046307087
4930589L23Rik,0.10227877,0.12705344,0.3150905,0.40915057,0.046426654
Ppid,0.0979348,0.22793493,0.2840864,0.378203,0.01184082
Etfdh,0.5160669,0.12197422,0.16265637,0.16425236,0.035050154
4930579G24Rik,0.7860923,0.09283645,0.0616422,0.0369129,0.022516131
Tmem144,0.10699405,0.16914186,0.28326094,0.4255131,0.015090048
Ctso,0.15660018,0.19340007,0.3119863,0.3099686,0.02804482
Gucy1b1,0.30994865,0.19439834,0.20706087,0.26633692,0.022255242
Gucy1a1,0.28568834,0.16138572,0.24357066,0.28934333,0.020011902
Map9,0.5903479,0.13180858,0.107268885,0.14069507,0.02987957
Plrg1,0.6771528,0.08375492,0.10360838,0.11978567,0.015698254
Gm26771,0.22563769,0.21979101,0.24528213,0.300066,0.009223163
Tlr2,0.23727968,0.18151434,0.2602288,0.31555045,0.005426705
Tmem131l,0.3338251,0.15926887,0.1925679,0.26896113,0.045377016
Mnd1,0.33387357,0.21185946,0.22607777,0.20619334,0.021995902
Trim2,0.049823098,0.14767672,0.32752302,0.45816574,0.01681137
Arfip1,0.07233529,0.13930099,0.358012,0.42269439,0.007657349
Gm37240,0.14568484,0.20879501,0.28308597,0.34166336,0.020770788
Tmem154,0.14225744,0.13293843,0.33219168,0.3923886,0.00022387505
Fbxw7,0.12981716,0.24516426,0.25310555,0.3494863,0.022426784
Gm15535,0.14549199,0.20962943,0.2948712,0.34943005,0.0005773306
Gatb,0.17238063,0.2553117,0.2562295,0.29299772,0.023080468
Fam160a1,0.43098578,0.18203174,0.17716211,0.17550647,0.034313917
Glt28d2,0.22039257,0.16235751,0.2804904,0.33379626,0.002963245
Sh3d19,0.08797246,0.1933731,0.2742414,0.41366702,0.030746043
Rps3a1,0.371459,0.20124371,0.1794161,0.2238926,0.023988605
Gm37933,0.39489654,0.14505996,0.1856808,0.24485487,0.029507816
Lrba,0.13335577,0.25107503,0.24751449,0.34424922,0.0238055
